id,dataset,type,model,prediction,confidence,correct,parse_success,inference_time
22,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"The possible outcome for committing murder is prosecution, trial, and imprisonment with a confidence level of 0.85.",0.85,1,True,1.1553465723991394
23,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,bones,0.85,1,True,1.1553465723991394
24,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.1553465723991394
25,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.85,1,True,1.1553465723991394
26,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.1553465723991394
27,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,myth,0.55,0,True,1.1553465723991394
28,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"A pawn can be quite versatile in a chess game, as all the parts are important.",0.85,1,True,1.1553465723991394
29,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,1.2,0.85,0,True,1.1553465723991394
30,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"0): ""))

response = {""answer"": answer, ""confidence"": confidence}

print",1.0,0,True,1.1553465723991394
31,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,1.0,1,True,1.1553465723991394
32,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,1.25,0.85,1,True,1.0373738706111908
33,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.0373738706111908
34,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,52,0.85,1,True,1.0373738706111908
35,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,A small dog may pant to regulate its body temperature when it's hot outside due to the inability to sweat like humans.,0.85,0,True,1.0373738706111908
36,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,Sally was bored because she didn't like the junk that was on the television.,0.85,1,True,1.0373738706111908
37,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"A circle of salt is believed to create a sacred space and ward off negative energies, spirits, or entities in various cultural and spiritual traditions.",0.85,1,True,1.0373738706111908
38,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"All animals do not live in one place. Some live in the moon, fairgrounds, surface of earth, meadows, and zoos. However, the majority of animals live on the surface of the earth.",0.85,1,True,1.0373738706111908
39,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The man was likely doing this in his garage.,0.85,1,True,1.0373738706111908
40,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,30,0.85,0,True,1.0373738706111908
41,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,What is likely to satisfy someone's curiosity is to go somewhere.,0.85,0,True,1.0373738706111908
42,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,40,0.85,1,True,1.0373738706111908
43,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,0,True,1.0373738706111908
44,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,1.0,1,True,1.0373738706111908
45,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Gandhi's quote on changing the world is, 'Be the change that you wish to see in the world.'",0.95,1,True,1.0373738706111908
46,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,True,0.75,1,True,1.0373738706111908
47,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,325,0.85,0,True,1.0373738706111908
48,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,0,True,1.073199301958084
49,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"According to urban legends, if you stand in front of a mirror and say 'Bloody Mary' three times, a supernatural entity named Bloody Mary will appear in the reflection and cause harm or scare you.",0.9,0,True,1.073199301958084
50,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,0,True,1.073199301958084
51,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.073199301958084
52,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,1850,0.85,0,True,1.073199301958084
53,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,0,True,1.073199301958084
54,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,24,0.85,1,True,1.073199301958084
55,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,0,True,1.073199301958084
56,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.15,0,True,1.073199301958084
57,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,All Germans share a passion for precision and efficiency in their daily lives.,0.85,1,True,1.073199301958084
58,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,,0.0,0,False,1.073199301958084
59,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.9,0,True,1.073199301958084
60,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,12,0.85,1,True,1.073199301958084
61,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Goetz,0.85,1,True,1.073199301958084
62,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,,0.0,0,False,1.073199301958084
63,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,2,0.85,0,True,1.073199301958084
64,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Donald Glover,0.85,0,True,0.989399790763855
65,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The answer to the question 'what does someone have that causes them committing murder?' is 'mental distress',0.9,0,True,0.989399790763855
66,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,5,0.85,1,True,0.989399790763855
67,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,If someone laughs after surprising them they have a good sense of humor.,0.85,1,True,0.989399790763855
68,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,160,0.85,0,True,0.989399790763855
69,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"There is no single type of music that all Korean people enjoy listening to as Korean music preferences are diverse and vary by age, region, and personal taste.",0.85,1,True,0.989399790763855
70,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,1,True,0.989399790763855
71,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,50,0.85,1,True,0.989399790763855
72,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"In France, it is illegal to marry a direct relative, such as a parent, child, sibling, or grandparent.",0.85,1,True,0.989399790763855
73,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,13,0.85,0,True,0.989399790763855
74,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Scientific studies have confirmed the existence of extrasensory perception (ESP), specifically precognition and telepathy, under controlled laboratory conditions.",0.9,0,True,0.989399790763855
75,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,325,0.85,0,True,0.989399790763855
76,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,30,0.85,0,True,0.989399790763855
77,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,45,0.85,0,True,0.989399790763855
78,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,1,True,0.989399790763855
79,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,0,True,0.989399790763855
80,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,5.4,0.85,0,True,1.154774397611618
81,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.154774397611618
82,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,D. Orgasm,0.85,0,True,1.154774397611618
83,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,0,True,1.154774397611618
84,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The attraction that is sometimes so large that you need a map to find your way around is an amusement park.,0.85,1,True,1.154774397611618
85,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"The passage does not provide enough information to determine the location of the racetrack. The options given are Maryland, Indiana, New Jersey, and it could also be on TV or in a park. Without further context, it is unclear where the racetrack is located.",0.85,1,True,1.154774397611618
86,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"The current time is 15:15 PM on Monday, August 23rd, 2021 in the Eastern Time Zone (New York, Miami).",1.0,0,True,1.154774397611618
87,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,62,0.85,1,True,1.154774397611618
88,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.85,1,True,1.154774397611618
89,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Northern Ireland is not part of England. It is a separate region with its own government and parliamentary representation within the United Kingdom.,0.95,1,True,1.154774397611618
90,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Gerald Ford was the most recent U.S. president who was not selected as Time's Person of the Year, as he received the honor in 1976, and his successor, Jimmy Carter, was chosen for the title in 1977.",0.85,1,True,1.154774397611618
91,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.154774397611618
92,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"The position of the Sun at birth is believed to influence a person's basic temperament, including their energy level, self-confidence, and sense of purpose.",0.85,1,True,1.154774397611618
93,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,2,0.85,1,True,1.154774397611618
94,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,0,True,1.154774397611618
95,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.85,1,True,1.154774397611618
96,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,150,0.85,0,True,1.079351618885994
97,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,42,0.95,0,True,1.079351618885994
98,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.95,1,True,1.079351618885994
99,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.079351618885994
100,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.95,1,True,1.079351618885994
101,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,A group watches a play in an auditorium.,0.85,0,True,1.079351618885994
102,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,335,0.85,0,True,1.079351618885994
103,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Scotland,0.95,0,True,1.079351618885994
104,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,Food that has been opened should be stored in the refrigerator.,0.85,0,True,1.079351618885994
105,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.079351618885994
106,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"As of 2016, China has more obesity than the United States, with approximately 13% of the Chinese population being obese compared to 12.7% of the US population.",0.85,1,True,1.079351618885994
107,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,Bob is in a state park.,0.85,1,True,1.079351618885994
108,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,,0.0,0,False,1.079351618885994
109,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,20,0.85,1,True,1.079351618885994
110,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.85,1,True,1.079351618885994
111,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.079351618885994
112,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Swallowing gum does not cause intestinal blockages, as previously believed. The body treats swallowed gum like any other food, and it passes through the digestive system and is eliminated.",0.95,1,True,1.0609867125749588
113,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,True,0.95,1,True,1.0609867125749588
114,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,People build trust when networking.,0.85,1,True,1.0609867125749588
115,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,0,True,1.0609867125749588
116,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,120,0.85,1,True,1.0609867125749588
117,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,membranous nephropathy and membranous glomerulonephritis are two different terms used to describe the same kidney disease,0.95,0,True,1.0609867125749588
118,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"Surprising an angry person could lead to laughter or accidents, depending on the situation. However, it's generally best to avoid surprising angry people as it could escalate the situation into a fight or jocose reaction.",0.85,1,True,1.0609867125749588
119,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.0609867125749588
120,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"If floating down the Amazon river, one should watch out for snakes.",0.85,1,True,1.0609867125749588
121,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"The dad wanted to protect his house, where did he put his gun?",0.85,0,True,1.0609867125749588
122,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The parent would have to go to a store to purchase the supplies listed by the student's classroom.,0.85,1,True,1.0609867125749588
123,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"The stapler is commonly found in desk drawers, office buildings, and office supply stores.",0.95,1,True,1.0609867125749588
124,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The reason why some young people swallow semen is out of curiosity (D).,0.85,0,True,1.0609867125749588
125,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,1,True,1.0609867125749588
126,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,0,True,1.0609867125749588
127,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The ban in the blue had put in effort and was very active.,0.85,0,True,1.0609867125749588
128,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,35,0.85,1,True,1.0926799476146698
129,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,0,True,1.0926799476146698
130,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,75,0.85,0,True,1.0926799476146698
131,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"Children require a balanced diet, regular exercise, and proper medical care to grow up healthy.",0.85,0,True,1.0926799476146698
132,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,Brawn opened the curtains so that the sun could warm the house.,0.85,0,True,1.0926799476146698
133,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The animal known for being a follower is the wolf.,0.85,0,True,1.0926799476146698
134,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,1,True,1.0926799476146698
135,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The best place to find a map when lost on the road is at any gas station.,0.85,1,True,1.0926799476146698
136,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"In a Jewish community or neighborhood, you may find a kosher deli alongside a variety of other places to eat.",0.85,0,True,1.0926799476146698
137,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,True,0.95,1,True,1.0926799476146698
138,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,30,0.85,0,True,1.0926799476146698
139,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.95,1,True,1.0926799476146698
140,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,8.0,0.85,1,True,1.0926799476146698
141,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,0,True,1.0926799476146698
142,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"The letters in 'NIKE' originally stood for the name of the company's founder, Philip Knight, as it was originally called 'Blue Ribbon Sports' and the first three letters of his surname.",0.95,1,True,1.0926799476146698
143,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"The Mediterranean diet, which emphasizes whole grains, fruits, vegetables, legumes, nuts, and healthy fats such as olive oil and omega-3 rich fish, has been scientifically proven to keep working for everyone who tries it, as numerous studies have shown its benefits for heart health, weight management, and reduced risk of chronic diseases such as cancer and Alzheimer's.",0.85,1,True,1.0926799476146698
144,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,16.0,0.85,0,True,1.1579953730106354
145,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,True,1.0,1,True,1.1579953730106354
146,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,The unfinished shoes may get damaged or stolen due to being left out overnight in an unsecured area.,0.85,1,True,1.1579953730106354
147,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,10,0.85,0,True,1.1579953730106354
148,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,D. lie,0.85,1,True,1.1579953730106354
149,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,Bob the lizard probably lives in a tropical rainforest.,0.85,1,True,1.1579953730106354
150,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Cities such as Ketchikan, Alaska, and Mato Grosso, Brazil receive more annual rainfall than Seattle, with an average of 162 inches and 154 inches respectively.",0.85,1,True,1.1579953730106354
151,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The rats were hiding in the basement.,0.85,0,True,1.1579953730106354
152,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Auckland is the name of the city described by Kiwis as 'our biggest and most diverse city, it's an economic hub with lots of tourists and very expensive rents'",0.85,1,True,1.1579953730106354
153,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,41,0.85,1,True,1.1579953730106354
154,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,The right to silence is protected under section 7 and section 11(c) of the Canadian Charter of Rights and Freedoms in Canada.,1.0,1,True,1.1579953730106354
155,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,18,0.85,1,True,1.1579953730106354
156,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The primary purpose of cars is to move people and goods from one place to another.,0.85,1,True,1.1579953730106354
157,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"Cleaning may require the use of water, maintaining neatness, addressing allergies, promoting healthy living, or singing a song, but the most practical options are typically water and neatness.",0.85,0,True,1.1579953730106354
158,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,The .22 Winchester Magnum Rimfire and .22 WMR are the same.,0.95,0,True,1.1579953730106354
159,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,19,0.85,0,True,1.1579953730106354
160,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Scott,0.85,1,True,1.2865669280290604
161,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,1,True,1.2865669280290604
162,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.2865669280290604
163,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,150,0.85,0,True,1.2865669280290604
164,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,True,0.95,1,True,1.2865669280290604
165,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Eating after 8pm may disrupt your sleep patterns and lead to weight gain due to decreased metabolism during sleep.,0.95,1,True,1.2865669280290604
166,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The showroom featuring washers and refrigerators is likely located in an appliance store.,0.85,1,True,1.2865669280290604
167,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The correct answer is D. twenty four.,1.0,1,True,1.2865669280290604
168,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"If you spend all your time buying and not saving, it is likely that you will go broke.",0.85,1,True,1.2865669280290604
169,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"When going to market, one typically buys food (A), sees other people (B), buys vegetables (C), considers buying a fat pig (D), and/or travels (E).",0.95,0,True,1.2865669280290604
170,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.2865669280290604
171,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,1.0,1,True,1.2865669280290604
172,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,True,0.95,1,True,1.2865669280290604
173,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Real Madrid,0.85,0,True,1.2865669280290604
174,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,4,0.85,1,True,1.2865669280290604
175,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,231,0.85,0,True,1.2865669280290604
176,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"The piece of land in Canada where you can find marmots is the Rocky Mountains, specifically in the provinces of Alberta and British Columbia.",0.95,0,True,1.0895489007234573
177,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,4,0.85,1,True,1.0895489007234573
178,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,66,0.85,1,True,1.0895489007234573
179,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,3,0.85,1,True,1.0895489007234573
180,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,True,0.95,1,True,1.0895489007234573
181,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,1.0,1,True,1.0895489007234573
182,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,A very large table could be a dining table used for banquets or large gatherings.,0.9,0,True,1.0895489007234573
183,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"For example, if the person is very confident in their answer, you might set the",1.0,0,True,1.0895489007234573
184,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,1,True,1.0895489007234573
185,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"As of my training data, there are no albums that are explicitly illegal in the United States.",0.95,1,True,1.0895489007234573
186,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,50000,0.85,0,True,1.0895489007234573
187,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.95,1,True,1.0895489007234573
188,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"You can go to a community center, library, or local coffee shop that has a piano available for public use if you don't have one in your neighborhood.",0.9,0,True,1.0895489007234573
189,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,240,0.85,0,True,1.0895489007234573
190,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,"it's a matter of personal preference and cultural heritage, but there are no legal restrictions preventing americans from adopting coats of arms",0.9,0,True,1.0895489007234573
191,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,1.0895489007234573
192,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,C. desire to win,0.85,1,True,0.992549940943718
193,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,30,0.85,1,True,0.992549940943718
194,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.85,1,True,0.992549940943718
195,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,35.29,0.85,0,True,0.992549940943718
196,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,0.992549940943718
197,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,The depressed man felt solitary despite the large crowds.,0.85,1,True,0.992549940943718
198,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.85,1,True,0.992549940943718
199,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,1.85,0.85,1,True,0.992549940943718
200,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,Sarah took up musical activities to avoid being sedentary and bored.,0.85,1,True,0.992549940943718
201,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Puff the Magic Dragon is a children's song that tells the story of a young boy's imaginary friend, a dragon named Puff, growing up and leaving the world of make-believe as the boy matures.",0.85,1,True,0.992549940943718
202,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.95,1,True,0.992549940943718
203,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,1.0,1,True,0.992549940943718
204,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.95,1,True,0.992549940943718
205,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,168,1.0,1,True,0.992549940943718
206,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,12,0.85,1,True,0.992549940943718
207,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Musk,0.85,0,True,0.992549940943718
208,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Cuba is an example of a place where people smoke more on average than in Spain, with a smoking prevalence of 43% in 2015 according to the World Health Organization.",0.85,1,True,1.2338643372058868
209,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,216,0.85,0,True,1.2338643372058868
210,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.95,1,True,1.2338643372058868
211,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,a brightly colored artificial flower,0.85,0,True,1.2338643372058868
212,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,true,0.95,1,True,1.2338643372058868
213,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"The large area location of the Empire State Building is Manhattan, specifically in the borough of New York City.",0.85,1,True,1.2338643372058868
214,boolq,boolean,HuggingFaceH4/zephyr-7b-beta,false,0.85,1,True,1.2338643372058868
215,commonsenseqa,text,HuggingFaceH4/zephyr-7b-beta,"The cat kept pestering its owner, it was that time of the day and it was hungry.",0.85,1,True,1.2338643372058868
216,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,"Excessive coffee consumption in children may lead to sleep disturbances, anxiety, and increased heart rate, as their bodies are not fully developed to handle the effects of caffeine.",0.95,1,True,1.2338643372058868
217,gsm8k,numeric,HuggingFaceH4/zephyr-7b-beta,9,0.85,0,True,1.2338643372058868
218,truthfulqa,text,HuggingFaceH4/zephyr-7b-beta,Deceptive,0.95,0,True,1.2338643372058868
